"","com","lib_com","dep","reg","business_crea_rate","nb_crimes","nb_households","pop","income","com_type","party","tax_rate","motorway","iqr_income","nb_businesses"
"446","62065","Avion","62",32,0.126168221235275,44,8129.39027225121,18384,2,"B","Left",0.324000000953674,1,13027,428
"447","62108","Berck","62",32,0.106412008404732,48,12519.4620133068,14822,2,"C","Right",0.321199983358383,1,14780,733
"448","62119","Béthune","62",32,0.104013569653034,95,14103.2034608387,25561,2,"C","Centre & Others",0.290499985218048,1,17108,1769
"449","62160","Boulogne-sur-Mer","62",32,0.112349115312099,298,23158.1714653364,43048,2,"C","Left",0.336199998855591,1,14840,2154
"450","62178","Bruay-la-Buissière","62",32,0.118100129067898,81,10649.0408658337,22540,2,"C","Left",0.290499985218048,1,13066,779
"451","62186","Bully-les-Mines","62",32,0.114369504153728,68,5564.57050001239,12600,2,"B","Left",0.324000000953674,1,13238,341
"452","62193","Calais","62",32,0.12067748606205,154,35985.994867003,76751,2,"C","Right",0.307500004768372,1,14414,2834
"453","62215","Carvin","62",32,0.10814606398344,76,7577.37498824752,17131,2,"B","Left",0.337900012731552,1,13306,712
"454","62250","Courrières","62",32,0.111111111938953,41,4500.95682722521,10800,2,"B","Left",0.337900012731552,1,12724,396
"455","62318","Étaples","62",32,0.107594937086105,15,5269.49623595423,11306,2,"C","Right",0.264899998903275,1,11972,474
"456","62413","Harnes","62",32,0.117359414696693,53,5599.4954491704,12691,2,"B","Left",0.324000000953674,1,12958,409
"457","62427","Hénin-Beaumont","62",32,0.130895093083382,137,12340.8634367795,26768,2,"C","Centre & Others",0.337900012731552,1,14062,1039
"458","62498","Lens","62",32,0.122114218771458,149,17254.9821701324,30843,2,"C","Left",0.324000000953674,1,14500,1646
"459","62510","Liévin","62",32,0.12667353451252,123,13568.8632571214,31655,2,"C","Left",0.324000000953674,1,13516,971
"460","62516","Lillers","62",32,0.119680851697922,20,4813.42638121985,10310,2,"B","Left",0.224599987268448,1,14156,376
"461","62525","Longuenesse","62",32,0.108823530375957,17,4705.04657847002,11703,2,"C","Left",0.268400013446808,1,14146,340
"462","62548","Marck","62",32,0.130872488021851,15,4174.44211009568,10856,2,"B","Right",0.307500004768372,1,13494,298
"463","62570","Méricourt","62",32,0.113553114235401,43,5020.85934412083,11782,2,"B","Left",0.324000000953674,1,12726,273
"464","62587","Montigny-en-Gohelle","62",32,0.128440365195274,41,4191.65755087087,10482,2,"B","Left",0.337900012731552,1,13238,218
"465","62617","Noeux-les-Mines","62",32,0.0886917933821678,25,5670.9868480661,12268,2,"B","Left",0.313199996948242,1,12028,451
"466","62643","Outreau","62",32,0.140495866537094,55,6123.01500007611,14076,2,"B","Left",0.336199998855591,1,11248,363
"467","62758","Saint-Martin-Boulogne","62",32,0.108734406530857,32,5467.3813700529,11455,2,"B","Left",0.336199998855591,1,14526,561
"468","62765","Saint-Omer","62",32,0.109207712113857,33,8283.22948899367,15130,2,"C","Right",0.268400013446808,1,16304,934
"469","63032","Beaumont","63",84,0.119850188493729,70,6033.32225360174,11417,4,"B","Right",0.257499992847443,1,17438,534
"470","63075","Chamalières","63",84,0.119266055524349,93,12219.7388682637,18280,4,"B","Right",0.257499992847443,1,20944,981
"471","63113","Clermont-Ferrand","63",84,0.124899826943874,739,89107.1438822718,144784,2,"C","Left",0.257499992847443,1,17382,8735
"472","63124","Cournon-d'Auvergne","63",84,0.104056440293789,91,9644.36280919177,20179,3,"B","Left",0.257499992847443,1,13562,1134
"473","63164","Gerzat","63",84,0.105376340448856,83,4874.3116857767,10539,3,"B","Right",0.257499992847443,1,11862,465
"474","63178","Issoire","63",84,0.0889487862586975,42,8690.96274139522,15099,2,"C","Right",0.236800000071526,1,13440,1113
"475","63284","Pont-du-Château","63",84,0.0943738669157028,97,5091.4119916816,11166,3,"I","Left",0.257499992847443,1,13248,551
"476","63300","Riom","63",84,0.107053942978382,72,10205.5373707334,19861,3,"C","Right",0.25220000743866,1,15336,1205
"477","63430","Thiers","63",84,0.0989399328827858,45,7293.62906947054,12191,2,"C","Left",0.248400002717972,1,13856,849
"478","64024","Anglet","64",75,0.117681846022606,170,26059.4600768605,40030,4,"C","Right",0.318300008773804,1,16576,3382
"479","64102","Bayonne","64",75,0.124453648924828,155,30485.5887893103,50566,2,"C","Right",0.318300008773804,1,14938,4347
"480","64122","Biarritz","64",75,0.111904084682465,95,25761.8898451303,25253,4,"B","Centre & Others",0.318300008773804,1,19960,3503
"481","64129","Billère","64",75,0.179310351610184,39,8067.73414288052,13423,2,"B","Left",0.329700022935867,1,14136,580
"482","64260","Hendaye","64",75,0.122448980808258,76,14048.2164067842,16727,2,"B","Left",0.23819999396801,1,14278,1078
"483","64335","Lescar","64",75,0.1027607396245,96,4430.34549585018,10478,4,"B","Left",0.329700022935867,1,17508,652
"484","64348","Lons","64",75,0.128603100776672,62,6316.35196584585,13022,4,"B","Right",0.329700022935867,1,16420,902
"485","64422","Oloron-Sainte-Marie","64",75,0.0855803042650223,18,6791.12060979573,11471,2,"C","Right",0.289299994707108,0,13220,853
"486","64430","Orthez","64",75,0.0783475786447525,42,6222.65218004503,11340,2,"C","Left",0.261000007390976,1,14502,702
"487","64445","Pau","64",75,0.128132656216621,335,52901.515585409,78995,2,"C","Centre & Others",0.329700022935867,1,17872,5307
"488","64483","Saint-Jean-de-Luz","64",75,0.0934523791074753,49,14336.9829057089,14652,3,"B","Right",0.23819999396801,1,15984,1680
"489","65286","Lourdes","65",76,0.0750830546021461,42,9673.52581190624,14281,2,"C","Left",0.325999975204468,1,11849,1505
"490","65440","Tarbes","65",76,0.109847255051136,224,29243.2216431671,42208,2,"C","Right",0.354399979114532,1,15622,3077
"491","66008","Argelès-sur-Mer","66",76,0.140780419111252,67,15741.2453150855,10516,2,"C","Left",0.312099993228912,1,14652,1307
"492","66037","Canet-en-Roussillon","66",76,0.138263672590256,70,15739.8360652855,12233,3,"I","Right",0.345899999141693,1,15603,1244
"493","66136","Perpignan","66",76,0.14032644033432,755,72358.0201712904,123709,2,"C","Right",0.345899999141693,1,17736,10048
"494","66171","Saint-Cyprien","66",76,0.128848344087601,46,17111.0726302834,10570,3,"C","Right",0.350600004196167,1,15568,877
"495","66172","Saint-Estève","66",76,0.123342178761959,20,5651.15371727321,11884,3,"B","Right",0.345899999141693,1,13926,754
"496","67043","Bischheim","67",44,0.133960053324699,35,8592.98322587502,17369,2,"B","Right",0.262199997901917,1,15344,851
"497","67046","Bischwiller","67",44,0.114963501691818,11,5179.68611308238,12723,2,"B","Right",0.13629999756813,1,14036,548
"498","67130","Erstein","67",44,0.110132157802582,23,5459.88451606224,11119,3,"C","Left",0.238999992609024,1,14079,681
"499","67180","Haguenau","67",44,0.0979538559913635,58,17184.8560923594,35406,3,"C","Right",0.194400012493134,1,15410,2297
"500","67204","Hoenheim","67",44,0.133204638957977,30,5380.72084198264,11328,3,"B","Right",0.262199997901917,1,14450,518
"501","67218","Illkirch-Graffenstaden","67",44,0.114285714924335,116,14423.5035435781,27334,3,"B","Left",0.262199997901917,1,17073,1470
"502","67267","Lingolsheim","67",44,0.11328125,45,8882.27785592836,18503,3,"B","Right",0.262199997901917,1,16526,768
"503","67348","Obernai","67",44,0.0951302349567413,14,6207.81256802562,11296,3,"C","Right",0.160799995064735,1,16390,883
"504","67365","Ostwald","67",44,0.135940402746201,37,5626.71121559311,12443,3,"B","Left",0.262199997901917,1,16172,537
"505","67437","Saverne","67",44,0.0924276188015938,45,6225.47092481832,11537,3,"C","Right",0.209999993443489,1,16642,898
"506","67447","Schiltigheim","67",44,0.110563091933727,34,16332.4231217187,31993,2,"B","Centre & Others",0.262199997901917,1,16622,2433
"507","67462","Sélestat","67",44,0.089191235601902,41,10087.4123783788,19575,3,"I","Right",0.179199993610382,1,15168,1323
"508","67482","Strasbourg","67",44,0.128113508224487,658,152522.545828803,281512,2,"C","Left",0.262199997901917,1,19588,19311
"509","68063","Cernay","68",44,0.106382980942726,21,5147.17067774854,11839,2,"C","Right",0.208999991416931,1,14574,658
"510","68066","Colmar","68",44,0.108428351581097,158,35374.934437038,71781,2,"C","Right",0.240299999713898,1,16850,4473
"511","68112","Guebwiller","68",44,0.0987055003643036,22,5964.68287704759,11665,2,"C","Centre & Others",0.256599992513657,1,14280,618
"512","68154","Illzach","68",44,0.132332876324654,39,6695.41674130302,14839,2,"B","Right",0.266100019216537,1,15056,733
"513","68166","Kingersheim","68",44,0.132302403450012,42,6081.09446685126,13346,3,"B","Left",0.266100019216537,1,15056,582
"514","68224","Mulhouse","68",44,0.116807363927364,370,57802.0832194767,111892,2,"C","Right",0.266100019216537,1,16152,6515
"515","68271","Riedisheim","68",44,0.140202701091766,30,6625.99344980267,12513,4,"B","Right",0.266100019216537,1,20992,592
"516","68278","Rixheim","68",44,0.111275963485241,33,6600.99752747427,14269,4,"B","Right",0.266100019216537,1,20372,674
"517","68297","Saint-Louis","68",44,0.0885572135448456,131,10798.94149966,20713,4,"C","Right",0.205599993467331,1,26412,1005
"518","68375","Wittelsheim","68",44,0.120082817971706,31,4733.02404343796,10513,3,"B","Right",0.240799993276596,1,13178,483
"519","68376","Wittenheim","68",44,0.109589040279388,32,6539.41346184031,14690,2,"B","Left",0.266100019216537,1,14370,657
"520","69027","Brignais","69",84,0.102225884795189,52,5117.44222070747,11513,4,"B","Right",0.23759999871254,1,17166,1213
"521","69029","Bron","69",84,0.16775818169117,309,19212.1847387274,41232,2,"B","Left",0.286200016736984,1,17666,1985
"522","69034","Caluire-et-Cuire","69",84,0.153273805975914,200,21984.5854600003,42975,4,"B","Right",0.286200016736984,1,20176,2688
"523","69069","Craponne","69",84,0.145710930228233,57,5158.34437856043,11183,4,"B","Right",0.286200016736984,1,17002,851
"524","69089","Francheville","69",84,0.162127107381821,80,6098.62816194962,14683,4,"B","Right",0.286200016736984,1,18520,771
"525","69091","Givors","69",84,0.135593220591545,93,8686.1458475682,19501,2,"B","Left",0.286200016736984,1,14306,944
"526","69123","Lyon","69",84,0.15755370259285,3337,301474.000468468,521098,4,"C","Left",0.286200016736984,1,21162,46454
"527","69149","Oullins","69",84,0.157575756311417,128,13936.5935799324,26750,3,"B","Right",0.286200016736984,1,15002,1485
"528","69152","Pierre-Bénite","69",84,0.197478994727135,52,4762.35420674997,10355,2,"B","Right",0.286200016736984,1,14970,476
"529","69199","Saint-Fons","69",84,0.173170730471611,47,7910.18435640024,18219,2,"B","Right",0.286200016736984,1,12668,820
"530","69204","Saint-Genis-Laval","69",84,0.12949101626873,131,9348.9979373415,21920,4,"B","Centre & Others",0.286200016736984,1,18444,1336
"531","69243","Tarare","69",84,0.106180667877197,25,5525.70076941218,10899,2,"C","Right",0.250100016593933,1,12670,631
"532","69244","Tassin-la-Demi-Lune","69",84,0.170365542173386,85,11115.4953588165,22188,4,"B","Right",0.286200016736984,1,20260,1532
"533","69256","Vaulx-en-Velin","69",84,0.157684624195099,227,19078.4775920713,47746,2,"B","Left",0.286200016736984,1,13006,3006
"534","69259","Vénissieux","69",84,0.173943415284157,189,28136.4483388746,64718,2,"B","Left",0.286200016736984,1,14582,2863
"535","69264","Villefranche-sur-Saône","69",84,0.113981761038303,102,19238.7158830182,37207,2,"B","Right",0.226599991321564,1,15410,2632
"536","69266","Villeurbanne","69",84,0.185177087783813,755,83272.4547631628,150091,2,"B","Left",0.286200016736984,1,16861,9148
"537","69273","Corbas","69",84,0.107352942228317,54,4217.14312958727,11122,4,"B","Left",0.286200016736984,1,13226,680
"538","69275","Décines-Charpieu","69",84,0.13285556435585,107,12657.4078568914,27776,2,"B","Right",0.286200016736984,1,14388,1814
"539","69282","Meyzieu","69",84,0.150595232844353,271,13710.8523144143,33199,3,"B","Right",0.286200016736984,1,15232,1680
"540","69283","Mions","69",84,0.116666667163372,52,5308.89373813169,13083,4,"B","Right",0.286200016736984,1,14510,720
"541","69286","Rillieux-la-Pape","69",84,0.152490884065628,158,12443.6134771571,30749,2,"B","Right",0.286200016736984,1,17246,1646
"542","69290","Saint-Priest","69",84,0.149532705545425,173,20229.1170081394,45433,2,"B","Right",0.286200016736984,1,15026,2782
"543","70285","Héricourt","70",27,0.111904762685299,26,5268.18438460267,10407,2,"C","Left",0.2567999958992,1,13618,420
"544","70550","Vesoul","70",27,0.0843653231859207,30,9393.19001028883,16190,2,"C","Right",0.229500010609627,0,15520,1292
"545","71014","Autun","71",27,0.0960099771618843,24,8341.66569517147,14843,2,"I","Left",0.268299996852875,0,13804,802
"546","71076","Chalon-sur-Saône","71",27,0.100482016801834,141,27612.0934330017,47129,2,"C","Right",0.255400002002716,1,15236,2697
"547","71153","Le Creusot","71",27,0.100886918604374,54,13114.1044886661,22296,2,"C","Left",0.25220000743866,0,13542,902
"548","71270","Mâcon","71",27,0.127004772424698,85,18807.1067677799,34294,2,"C","Right",0.253199994564056,1,15186,2307
"549","71306","Montceau-les-Mines","71",27,0.120890773832798,70,10767.2638399037,19273,2,"C","Right",0.25220000743866,0,12480,943
"550","72003","Allonnes","72",52,0.108614228665829,46,5041.60366345421,11252,2,"B","Left",0.217999994754791,1,13368,267
"551","72154","La Flèche","72",52,0.0793433636426926,33,7774.33420969333,16256,2,"I","Left",0.24549999833107,1,12738,731
"552","72181","Le Mans","72",52,0.124831490218639,360,82252.9432341885,147121,2,"C","Left",0.153999999165535,1,16374,7418
"553","72264","Sablé-sur-Sarthe","72",52,0.0882917493581772,45,6612.82439698105,13033,2,"C","Right",0.254200011491776,1,12942,521
"554","73008","Aix-les-Bains","73",84,0.137779727578163,97,20317.4612850412,30419,3,"C","Right",0.268799990415573,1,16016,2279
"555","73011","Albertville","73",84,0.127866581082344,58,10802.2273610785,19714,2,"C","Right",0.256599992513657,1,14354,1439
"556","73065","Chambéry","73",84,0.119230769574642,224,31991.5689679533,61435,2,"C","Right",0.27700001001358,1,16786,4160
"557","73179","La Motte-Servolex","73",84,0.104895107448101,33,5819.27173850199,12281,4,"B","Right",0.27700001001358,1,14710,715
"558","74010","Annecy","74",84,0.113295696675777,433,69646.6096854114,129589,4,"C","Right",0.253100007772446,1,19150,5137
"559","74012","Annemasse","74",84,0.125608131289482,209,19069.9641396668,35678,3,"C","Left",0.237199991941452,1,24350,2261
"560","74042","Bonneville","74",84,0.119868636131287,34,6112.00935800225,13101,4,"C","Right",0.216700002551079,1,18122,609
"561","74081","Cluses","74",84,0.0916442051529884,41,8688.41635211956,17942,2,"C","Right",0.206900000572205,1,15064,1113
"562","74133","Gaillard","74",84,0.128070175647736,81,7103.35646564801,11711,4,"B","Right",0.237199991941452,1,33100,570
"563","74208","Passy","74",84,0.123595505952835,42,5733.55407530556,11485,4,"C","Right",0.249300003051758,1,13604,801
"564","74224","La Roche-sur-Foron","74",84,0.132127955555916,14,5376.03221513493,12020,4,"C","Right",0.197999998927116,1,24262,719
"565","74225","Rumilly","74",84,0.115577891469002,51,7080.6827203703,15334,3,"C","Right",0.261399984359741,1,13224,796
"566","74243","Saint-Julien-en-Genevois","74",84,0.129032254219055,84,7679.23091329778,14318,6,"B","Centre & Others",0.227800011634827,1,40882,589
"567","74256","Sallanches","74",84,0.0949832797050476,52,9650.96164930448,16722,4,"C","Right",0.228600010275841,1,14566,1495
"568","74281","Thonon-les-Bains","74",84,0.120897382497787,50,19920.9166610863,36110,4,"C","Right",0.237000003457069,0,19688,2407
"569","75056","Paris","75",11,0.120537459850311,10289,1382778.99600243,2228409,5,"C","Left",0.165200009942055,1,32522,417223
"570","76057","Barentin","76",28,0.129107981920242,27,5514.36195625265,12491,2,"C","Left",0.241900011897087,1,12994,426
"571","76114","Bolbec","76",28,0.0824468061327934,37,5726.97084554239,11851,2,"C","Left",0.265200018882751,1,12852,376
"572","76157","Canteleu","76",28,0.167441859841347,42,6963.01827687575,15319,2,"B","Left",0.253500014543533,1,15300,430
"573","76165","Caudebec-lès-Elbeuf","76",28,0.190476194024086,42,5102.87759980887,10625,2,"B","Left",0.250900000333786,1,13509,273
"574","76216","Déville-lès-Rouen","76",28,0.146853148937225,27,5786.37326044247,10473,2,"B","Left",0.253500014543533,1,13864,429
"575","76217","Dieppe","76",28,0.111316114664078,113,19254.4241252242,30946,2,"C","Left",0.230200007557869,0,15424,1626
"576","76231","Elbeuf","76",28,0.112849161028862,48,9363.94491434089,16809,2,"B","Left",0.250900000333786,1,15268,895
"577","76259","Fécamp","76",28,0.10469313710928,24,10771.1062995337,19591,2,"C","Right",0.259200006723404,1,13176,831
"578","76322","Le Grand-Quevilly","76",28,0.119448699057102,57,13262.2346656421,25933,2,"B","Left",0.253500014543533,1,11256,653
"579","76351","Le Havre","76",28,0.122419521212578,600,92708.6310904657,174911,2,"C","Right",0.256900012493134,1,15938,6927
"580","76410","Maromme","76",28,0.0900243297219276,24,5775.50786581036,11170,2,"B","Left",0.253500014543533,1,14084,411
"581","76447","Montivilliers","76",28,0.119584053754807,82,7413.34572108286,16284,3,"B","Right",0.256900012493134,1,14222,577
"582","76451","Mont-Saint-Aignan","76",28,0.121998079121113,41,10438.2464757204,19560,5,"B","Right",0.253500014543533,1,24764,1041
"583","76484","Oissel","76",28,0.107344634830952,27,5135.16915998196,11444,2,"B","Left",0.253500014543533,1,13430,354
"584","76498","Le Petit-Quevilly","76",28,0.143164694309235,68,11123.0076666689,22820,2,"B","Left",0.253500014543533,1,13948,929
"585","76540","Rouen","76",28,0.124354764819145,411,72136.7866730828,112760,2,"C","Left",0.253500014543533,1,20072,8524
"586","76575","Saint-Étienne-du-Rouvray","76",28,0.172177881002426,97,13042.5651581877,28949,2,"B","Left",0.253500014543533,1,15332,877
"587","76681","Sotteville-lès-Rouen","76",28,0.115419298410416,90,14617.0303445308,29813,2,"B","Left",0.253500014543533,1,14632,1109
"588","76758","Yvetot","76",28,0.087671235203743,17,6369.55267708846,12569,2,"C","Left",0.25330001115799,1,13950,730
"589","77014","Avon","77",11,0.156779661774635,24,7753.38736566605,14224,4,"C","Right",0.257600009441376,1,17514,708
"590","77053","Brie-Comte-Robert","77",11,0.121212124824524,60,7996.13080959951,17006,4,"I","Left",0.220499992370605,1,15698,1089
"591","77058","Bussy-Saint-Georges","77",11,0.181631252169609,106,11187.3250736299,26649,4,"B","Right",0.361400008201599,1,19712,1459
"592","77083","Champs-sur-Marne","77",11,0.144017726182938,109,10777.9211196484,25263,3,"B","Left",0.262600004673004,1,18620,1354
"593","77108","Chelles","77",11,0.162758618593216,297,23613.5954843045,54311,3,"B","Right",0.250400006771088,1,17532,2900
"594","77118","Claye-Souilly","77",11,0.131914898753166,51,5333.81025891544,12419,4,"I","Right",0.254599988460541,1,16164,705
"595","77122","Combs-la-Ville","77",11,0.166472643613815,104,9222.40171569165,22341,4,"B","Right",0.255499988794327,1,16762,859
"596","77131","Coulommiers","77",11,0.104228124022484,73,7696.44404257888,15476,2,"C","Right",0.203999996185303,1,14130,1017
"597","77152","Dammarie-les-Lys","77",11,0.16312849521637,84,9625.05415221333,21915,2,"B","Right",0.251200020313263,1,16898,895
"598","77186","Fontainebleau","77",11,0.121137209236622,65,9111.15166353593,15529,4,"C","Right",0.257600009441376,1,25736,1618
"599","77243","Lagny-sur-Marne","77",11,0.140096619725227,64,10055.8878364528,21811,4,"B","Right",0.262800008058548,1,18188,1449
"600","77251","Lieusaint","77",11,0.221611723303795,46,5298.95226076751,13374,3,"B","Left",0.255499988794327,1,14392,546
"601","77258","Lognes","77",11,0.139563113451004,72,5847.88476214629,14140,3,"B","Left",0.262600004673004,1,15718,824
"602","77284","Meaux","77",11,0.138297870755196,107,24472.8443799616,55664,2,"C","Right",0.226599991321564,1,15532,3290
"603","77285","Le Mée-sur-Seine","77",11,0.162162154912949,46,8615.99142744521,20956,2,"B","Right",0.251200020313263,1,15008,629
"604","77288","Melun","77",11,0.141242936253548,94,19338.639469745,40867,2,"B","Right",0.251200020313263,1,16824,2478
"605","77294","Mitry-Mory","77",11,0.0993618965148926,147,7787.09794741028,19963,3,"B","Left",0.273900002241135,1,15228,1097
"606","77296","Moissy-Cramayel","77",11,0.189115643501282,55,6771.31903844287,17759,3,"B","Left",0.255499988794327,1,15788,735
"607","77305","Montereau-Fault-Yonne","77",11,0.146666660904884,26,8477.38113477971,19123,2,"C","Centre & Others",0.251700013875961,1,13904,975
"608","77333","Nemours","77",11,0.116598077118397,42,6393.55776192135,13594,2,"C","Right",0.199500009417534,1,14686,729
"609","77337","Noisiel","77",11,0.158730164170265,52,6147.34398412463,15763,2,"B","Left",0.262600004673004,1,16344,756
"610","77350","Ozoir-la-Ferrière","77",11,0.143085524439812,80,8357.9835598003,20376,4,"B","Right",0.23589999973774,1,17904,1251
"611","77373","Pontault-Combault","77",11,0.160570070147514,225,15228.4126539992,38632,4,"B","Left",0.24719999730587,1,16426,2105
"612","77379","Provins","77",11,0.117886178195477,30,6230.98862559768,12109,2,"C","Right",0.222699999809265,0,16300,738
"613","77390","Roissy-en-Brie","77",11,0.168009206652641,65,8360.60784878858,23185,4,"B","Right",0.24719999730587,1,15308,869
"614","77407","Saint-Fargeau-Ponthierry","77",11,0.153409093618393,77,6513.49857661455,14319,4,"B","Right",0.219899997115135,1,16318,704
"615","77445","Savigny-le-Temple","77",11,0.195542052388191,133,10647.0526726675,30533,2,"B","Left",0.255499988794327,1,15290,987
"616","77468","Torcy","77",11,0.159836068749428,90,9578.15089006142,23709,2,"B","Left",0.262600004673004,1,16730,1220
"617","77479","Vaires-sur-Marne","77",11,0.164926931262016,61,5820.99139397539,13739,4,"B","Right",0.260199993848801,1,19406,479
"618","77487","Vaux-le-Pénil","77",11,0.109090909361839,50,4704.65126128252,11223,4,"B","Left",0.251200020313263,1,15872,605
"619","77514","Villeparisis","77",11,0.168240338563919,207,10901.0976267674,26473,3,"B","Right",0.268500000238419,1,15384,1165
"620","78005","Achères","78",11,0.214896216988564,83,8914.14578033653,21225,3,"B","Right",0.230499997735023,1,17404,819
"621","78015","Andrésy","78",11,0.139860138297081,54,5810.43940797089,12559,5,"B","Right",0.214800000190735,1,19008,572
"622","78029","Aubergenville","78",11,0.180698156356812,38,5010.62532102531,11636,3,"B","Right",0.187199994921684,1,14414,487
"623","78073","Bois-d'Arcy","78",11,0.173913046717644,32,6400.99034298872,14462,4,"B","Right",0.216100007295609,1,16654,690
"624","78123","Carrières-sous-Poissy","78",11,0.172354951500893,85,6993.01187702752,16114,3,"B","Right",0.214800000190735,1,18654,586
"625","78124","Carrières-sur-Seine","78",11,0.175675675272942,39,6393.6595036556,15406,6,"B","Right",0.203700006008148,1,25896,888
"626","78126","La Celle-Saint-Cloud","78",11,0.152866244316101,78,9104.06640972849,21518,5,"B","Right",0.18860000371933,1,27900,1256
"627","78138","Chanteloup-les-Vignes","78",11,0.206730768084526,24,3675.89595435866,10518,2,"B","Right",0.214800000190735,1,16302,416
"628","78146","Chatou","78",11,0.146267145872116,125,14086.4470300835,31616,6,"B","Right",0.203700006008148,1,27804,1969
"629","78158","Le Chesnay","78",11,0.128571435809135,47,16254.9459575239,29085,6,"B","Right",0.154499992728233,1,25966,1960
"630","78165","Les Clayes-sous-Bois","78",11,0.130952388048172,39,7577.46508452976,17918,4,"B","Right",0.232400000095367,1,17324,756
"631","78172","Conflans-Sainte-Honorine","78",11,0.138582676649094,182,15380.6620908104,35686,4,"B","Right",0.234400004148483,1,18814,1905
"632","78208","Élancourt","78",11,0.174038454890251,66,11351.1915997893,25828,4,"B","Right",0.233300000429153,1,17302,1040
"633","78242","Fontenay-le-Fleury","78",11,0.185314685106277,15,6605.85963270381,13513,4,"B","Right",0.202199995517731,1,18248,572
"634","78297","Guyancourt","78",11,0.166792452335358,64,12173.0880576386,28268,4,"B","Left",0.233300000429153,1,19806,1325
"635","78311","Houilles","78",11,0.158315569162369,149,14573.3849620245,32345,5,"B","Right",0.203700006008148,1,20976,1876
"636","78335","Limay","78",11,0.175193801522255,35,6797.34188567292,16489,2,"B","Left",0.25229999423027,1,14710,645
"637","78358","Maisons-Laffitte","78",11,0.148106902837753,92,11628.1254534816,23887,6,"B","Right",0.228700011968613,1,29508,1796
"638","78361","Mantes-la-Jolie","78",11,0.153539821505547,65,17889.1034933546,45107,2,"B","Right",0.230700001120567,1,14656,2260
"639","78362","Mantes-la-Ville","78",11,0.170299723744392,28,8772.15913820606,19931,2,"B","Centre & Others",0.229699999094009,1,15712,734
"640","78372","Marly-le-Roi","78",11,0.132752999663353,69,7932.45168745605,16963,6,"B","Right",0.269800007343292,1,22870,919
"641","78383","Maurepas","78",11,0.158068060874939,34,8580.81696849075,19116,4,"B","Right",0.228400006890297,1,17352,911
"642","78418","Montesson","78",11,0.12240868806839,56,6162.67636848805,15440,6,"B","Right",0.203700006008148,1,24472,1013
"643","78423","Montigny-le-Bretonneux","78",11,0.1463293582201,63,15042.6745743,33704,6,"B","Right",0.233300000429153,1,19492,2016
"644","78440","Les Mureaux","78",11,0.180880323052406,58,11940.1682679711,32249,2,"B","Left",0.218500003218651,1,13548,1454
"645","78481","Le Pecq","78",11,0.139407247304916,46,7624.02095300968,16554,5,"B","Right",0.25780001282692,1,24988,911
"646","78490","Plaisir","78",11,0.152530774474144,59,12812.5691177282,32357,4,"B","Right",0.223600000143051,1,18562,1462
"647","78498","Poissy","78",11,0.138097539544106,94,17503.3053273864,37497,4,"B","Right",0.213200002908707,1,19959,2071
"648","78517","Rambouillet","78",11,0.117538459599018,35,13307.7849396379,26080,4,"I","Right",0.208700001239777,1,18418,1625
"649","78545","Saint-Cyr-l'École","78",11,0.167155429720879,42,8519.13508834673,18835,4,"B","Right",0.204199999570847,1,19542,682
"650","78551","Saint-Germain-en-Laye","78",11,0.129395216703415,111,21291.9002945058,41719,6,"B","Right",0.241100013256073,1,29900,3555
"651","78586","Sartrouville","78",11,0.161674484610558,180,22127.041587716,53126,4,"B","Right",0.203700006008148,1,19353,2771
"652","78621","Trappes","78",11,0.17318794131279,60,12199.3794953984,32639,2,"B","Left",0.233300000429153,1,13156,1559
"653","78624","Triel-sur-Seine","78",11,0.161434978246689,52,5000.10983433747,12150,5,"B","Right",0.214800000190735,1,18970,669
"654","78640","Vélizy-Villacoublay","78",11,0.147540986537933,53,11159.8468959905,21339,5,"B","Right",0.151199996471405,1,17810,1342
"655","78642","Verneuil-sur-Seine","78",11,0.171745151281357,39,6829.69236676231,15808,5,"B","Right",0.214800000190735,1,20254,722
"656","78646","Versailles","78",11,0.126200988888741,167,42147.6486862025,87814,6,"B","Right",0.186599999666214,1,27512,7702
"657","78674","Villepreux","78",11,0.157216489315033,17,4336.84858132241,10245,5,"B","Right",0.230900004506111,1,17290,388
"658","78686","Viroflay","78",11,0.164543524384499,40,7560.92079579868,16038,6,"B","Right",0.194899991154671,1,25300,942
"659","78688","Voisins-le-Bretonneux","78",11,0.125506073236465,19,4667.8223610032,11680,6,"B","Right",0.233300000429153,1,22364,741
"660","79049","Bressuire","79",75,0.0772163942456245,33,9377.05632243668,20406,2,"I","Right",0.257400006055832,0,11566,1049
"661","79191","Niort","79",75,0.123794712126255,257,34400.8876434798,61059,3,"C","Centre & Others",0.262600004673004,1,16982,3215
"662","79202","Parthenay","79",75,0.0876369327306747,56,6028.57828720402,10918,2,"C","Right",0.2567999958992,1,12565,639
"663","80001","Abbeville","80",32,0.110068261623383,78,12207.7933817235,23932,2,"C","Left",0.271699994802475,1,15068,1172
"664","80016","Albert","80",32,0.0797545984387398,21,5120.8218054621,10182,2,"I","Right",0.223600000143051,1,13524,489
"665","80021","Amiens","80",32,0.136461973190308,525,73540.5227942445,136172,2,"C","Right",0.258300006389618,1,17834,6009
"666","81004","Albi","81",76,0.105962134897709,208,29082.9445184425,51656,2,"C","Right",0.375099986791611,1,17186,3539
"667","81065","Castres","81",76,0.105223029851913,521,23264.9022988471,43023,2,"C","Right",0.349900007247925,0,15114,2623
